index,subject,question,answer,a,b,c,d
1741,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1742,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1743,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1744,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1745,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1746,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1747,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1748,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1749,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1750,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1751,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
1752,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
